1687791549244|2|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1687855326901|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1687855326906|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1687855326908|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1687855326910|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1687855326912|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1687855326916|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1687855326918|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1687855326920|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1687855326923|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1687855326926|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1687855326929|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1687855326934|4|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1687855326937|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1687855326940|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1687855326944|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1687855326948|3|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1687855329864|12|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='kim'
1687855329882|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1687855329953|1|rollback|connection 3|url jdbc:h2:tcp://localhost/~/jpashop||
1687857121720|2|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1687857121723|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1687857121725|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1687857121727|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1687857121728|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1687857121729|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
1687857121731|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists orders CASCADE |     drop table if exists orders CASCADE 
1687857121732|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop sequence if exists hibernate_sequence|     drop sequence if exists hibernate_sequence
1687857121737|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1687857121740|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )|     create table category (        category_id bigint not null,         name varchar(255),         parent_id bigint,         primary key (category_id)     )
1687857121741|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table category_item (        category_id bigint not null,         item_id bigint not null     )|     create table category_item (        category_id bigint not null,         item_id bigint not null     )
1687857121742|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )|     create table delivery (        delivery_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         status varchar(255),         primary key (delivery_id)     )
1687857121744|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )|     create table item (        dtype varchar(31) not null,         item_id bigint not null,         name varchar(255),         price integer not null,         stock_quantity integer not null,         artist varchar(255),         etc varchar(255),         author varchar(255),         isbn varchar(255),         actor varchar(255),         director varchar(255),         primary key (item_id)     )
1687857121747|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )|     create table member (        member_id bigint not null,         city varchar(255),         street varchar(255),         zipcode varchar(255),         name varchar(255),         primary key (member_id)     )
1687857121749|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )|     create table order_item (        order_item_id bigint not null,         count integer not null,         order_price integer not null,         item_id bigint,         order_id bigint,         primary key (order_item_id)     )
1687857121751|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )|     create table orders (        order_id bigint not null,         order_date timestamp,         status varchar(255),         delivery_id bigint,         member_id bigint,         primary key (order_id)     )
1687857121755|3|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1687857121758|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1687857121761|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1687857121764|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1687857121767|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1687857121770|2|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1687857121774|3|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1687857124422|10|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='kim'
1687857124437|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1687857124497|0|rollback|connection 3|url jdbc:h2:tcp://localhost/~/jpashop||
1687857462749|3|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1687857462753|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists category_item CASCADE |     drop table if exists category_item CASCADE 
1687857462754|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists delivery CASCADE |     drop table if exists delivery CASCADE 
1687857462756|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists item CASCADE |     drop table if exists item CASCADE 
1687857462756|0|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists member CASCADE |     drop table if exists member CASCADE 
1687857462758|1|statement|connection 1|url jdbc:h2:tcp://localhost/~/jpashop|     drop table if exists order_item CASCADE |     drop table if exists order_item CASCADE 
